date,customer_id,category,sub_category,price
2022-06-19,344,Accessories,Locks,49.1
2022-09-10,344,Riders gears,Shoes,39.0
2022-12-02,344,Accessories,Locks,38.2
2019-11-08,345,Accessories,Locks,50.1
2020-03-14,345,Accessories,GPS,134.8
2020-07-19,345,Riders gears,Gloves,20.8
2020-11-23,345,Riders gears,Shoes,44.7
2021-03-30,345,Accessories,Locks,43.2
2021-08-04,345,Riders gears,Shoes,74.7
2021-12-09,345,Riders gears,Shoes,88.4
2022-04-15,345,Bikes,Mountain Bikes,959.0
2022-08-20,345,Riders gears,Gloves,47.2
2022-12-25,345,Accessories,Locks,34.1
2019-11-04,346,Riders gears,Helmets,150.6
2020-10-14,347,Bikes,Mountain Bikes,826.7
2021-02-10,347,Accessories,Pumps,42.1
2021-06-09,347,Bikes,Roads,4333.0
2021-10-06,347,Accessories,Pumps,38.6
2022-02-02,347,Accessories,Locks,36.4
2022-06-01,347,Accessories,GPS,89.8
2022-09-28,347,Accessories,Locks,44.8
2023-01-25,347,Accessories,Pumps,38.3
2018-10-20,348,Accessories,Locks,39.1
2021-10-17,349,Accessories,GPS,118.9
2022-02-21,349,Riders gears,Shoes,51.7
2022-06-28,349,Riders gears,Shoes,58.6
2022-08-01,349,Bikes,eBikes,521.9
2021-08-30,350,Riders gears,Gloves,26.2
2022-01-15,350,Accessories,Pumps,33.6
2022-06-02,350,Riders gears,Helmets,89.3
2022-10-18,350,Accessories,Locks,38.3
2020-12-28,351,Accessories,Pumps,32.6
2021-05-21,351,Riders gears,Shoes,27.7
2021-10-12,351,Accessories,Locks,28.6
2022-03-05,351,Accessories,Locks,39.1
2022-07-27,351,Accessories,Pumps,38.6
2022-12-18,351,Riders gears,Helmets,109.7
2020-05-29,352,Bikes,Mountain Bikes,810.7
2020-10-16,352,Riders gears,Gloves,14.6
2021-03-05,352,Accessories,Pumps,41.5
2021-07-23,352,Accessories,Pumps,49.0
2021-12-10,352,Riders gears,Jackets,38.2
2022-04-29,352,Accessories,GPS,151.6
2022-10-31,352,Bikes,eBikes,2676.4
2023-02-03,352,Accessories,Locks,37.6
2021-02-27,353,Riders gears,Jackets,122.7
2021-07-11,353,Riders gears,Gloves,18.8
2021-11-22,353,Riders gears,Jackets,65.7
2022-04-05,353,Accessories,Locks,58.9
2022-08-17,353,Accessories,GPS,96.3
2022-12-29,353,Accessories,Pumps,40.0
2019-09-30,354,Accessories,Pumps,44.7
2020-04-07,354,Accessories,Pumps,32.2
2020-10-14,354,Bikes,Mountain Bikes,732.0
2021-04-22,354,Accessories,Locks,49.1
2022-09-20,354,Bikes,eBikes,3031.8
2022-05-07,354,Bikes,Mountain Bikes,794.6
2022-11-13,354,Accessories,GPS,58.6
2020-04-25,355,Accessories,Pumps,43.8
2020-07-16,355,Accessories,Locks,52.2
2020-10-06,355,Riders gears,Gloves,19.9
2020-12-27,355,Bikes,Roads,1709.8
2021-03-19,355,Accessories,Locks,43.2
2021-06-09,355,Accessories,Pumps,39.9
2021-08-30,355,Accessories,Locks,60.1
2021-11-20,355,Riders gears,Helmets,103.9
2022-02-10,355,Riders gears,Gloves,11.2
2022-05-03,355,Accessories,Locks,25.9
2022-07-24,355,Riders gears,Jackets,95.7
2022-10-14,355,Riders gears,Jackets,73.4
2023-01-04,355,Riders gears,Shoes,42.0
2022-04-09,356,Bikes,Mountain Bikes,730.4
2022-07-23,356,Accessories,Locks,40.5
2022-11-05,356,Accessories,Pumps,44.7
2022-06-08,357,Accessories,Pumps,39.7
2022-09-24,357,Riders gears,Jackets,137.2
2023-01-10,357,Bikes,Mountain Bikes,900.5
2019-12-20,358,Accessories,Pumps,37.0
2020-06-18,358,Accessories,Pumps,28.0
2020-12-16,358,Riders gears,Jackets,86.2
2021-06-15,358,Riders gears,Gloves,17.0
2021-12-13,358,Accessories,Locks,35.7
2022-06-12,358,Riders gears,Gloves,42.0
2022-12-10,358,Accessories,Locks,22.8
2020-01-23,359,Accessories,Pumps,42.7
2020-06-04,359,Riders gears,Helmets,131.5
2020-10-15,359,Accessories,Pumps,45.4
2021-02-25,359,Accessories,Pumps,41.0
2021-07-08,359,Accessories,GPS,164.2
2021-11-18,359,Accessories,Pumps,36.0
2022-03-31,359,Riders gears,Shoes,77.6
2022-08-11,359,Riders gears,Jackets,18.1
2022-12-22,359,Riders gears,Gloves,33.9
2021-07-14,360,Riders gears,Jackets,107.4
2021-10-28,360,Riders gears,Gloves,14.2
2022-02-11,360,Riders gears,Shoes,63.0
2022-05-28,360,Riders gears,Helmets,110.9
2022-09-11,360,Riders gears,Jackets,10.2
2022-12-26,360,Accessories,GPS,153.5
2019-08-30,361,Riders gears,Helmets,117.6
2019-12-11,361,Riders gears,Gloves,22.0
2020-03-23,361,Riders gears,Shoes,53.0
2020-07-04,361,Accessories,Locks,32.2
2020-10-15,361,Riders gears,Shoes,99.1
2021-01-26,361,Riders gears,Jackets,89.9
2021-05-09,361,Accessories,Locks,34.3
2021-08-20,361,Accessories,Locks,37.9
2021-12-01,361,Accessories,Locks,45.0
2022-03-14,361,Riders gears,Helmets,126.0
2022-06-25,361,Accessories,GPS,115.2
2022-10-06,361,Riders gears,Helmets,103.6
2023-01-17,361,Accessories,Locks,40.4
2021-07-02,362,Accessories,Pumps,36.5
2020-02-28,363,Riders gears,Jackets,66.2
2020-07-17,363,Riders gears,Helmets,173.5
2020-12-04,363,Accessories,Pumps,44.3
2021-04-23,363,Riders gears,Shoes,36.5
2021-09-10,363,Riders gears,Gloves,16.8
2022-08-30,363,Bikes,eBikes,3224.3
2022-06-17,363,Riders gears,Helmets,107.5
2022-11-04,363,Riders gears,Helmets,129.3
2020-11-05,364,Accessories,Locks,27.3
2021-03-13,364,Riders gears,Shoes,37.3
2021-07-19,364,Accessories,Locks,21.6
2021-11-24,364,Accessories,Pumps,21.8
2022-04-01,364,Accessories,Locks,19.9
2022-08-07,364,Riders gears,Helmets,65.2
2022-12-13,364,Accessories,Pumps,42.0
2018-12-20,365,Accessories,Locks,41.8
2019-03-25,365,Bikes,Mountain Bikes,929.3
2019-06-28,365,Riders gears,Jackets,97.0
2019-10-01,365,Accessories,GPS,131.2
2020-01-04,365,Accessories,Locks,42.4
2020-04-08,365,Riders gears,Gloves,17.3
2020-07-12,365,Accessories,Locks,39.5
2020-10-15,365,Accessories,Locks,50.0
2021-01-18,365,Riders gears,Gloves,20.6
2021-04-23,365,Bikes,Mountain Bikes,800.6
2021-07-27,365,Riders gears,Helmets,111.8
2021-10-30,365,Riders gears,Jackets,115.8
2022-02-02,365,Accessories,GPS,155.6
2022-05-08,365,Accessories,Locks,49.3
2022-08-11,365,Accessories,Locks,47.7
2022-11-14,365,Bikes,Mountain Bikes,889.0
2020-06-24,366,Riders gears,Shoes,62.0
2020-09-07,366,Riders gears,Gloves,21.4
2020-11-21,366,Bikes,Mountain Bikes,994.3
2021-02-04,366,Riders gears,Shoes,86.5
2021-04-20,366,Accessories,Pumps,38.7
2022-06-29,366,Bikes,eBikes,3442.0
2021-09-17,366,Accessories,GPS,103.9
2021-12-01,366,Bikes,Roads,2828.6
2022-02-14,366,Bikes,Mountain Bikes,895.5
2022-04-30,366,Riders gears,Shoes,29.1
2022-07-14,366,Riders gears,Helmets,122.9
2022-09-27,366,Bikes,Mountain Bikes,1092.5
2022-12-11,366,Bikes,Roads,2750.6
2020-06-28,367,Accessories,Locks,45.0
2020-10-17,367,Riders gears,Gloves,39.2
2021-02-05,367,Riders gears,Jackets,141.5
2021-05-27,367,Accessories,GPS,140.7
2021-09-15,367,Accessories,Locks,26.1
2022-01-04,367,Riders gears,Jackets,80.7
2022-04-25,367,Riders gears,Helmets,155.7
2022-08-14,367,Accessories,Locks,33.4
2022-12-03,367,Accessories,Locks,47.4
2021-06-18,368,Accessories,Locks,53.9
2021-10-15,368,Accessories,Pumps,37.4
2022-02-11,368,Riders gears,Jackets,107.1
2022-06-10,368,Riders gears,Helmets,120.0
2022-10-07,368,Accessories,GPS,159.1
2023-02-03,368,Riders gears,Shoes,59.9
2021-08-01,369,Riders gears,Gloves,40.7
2021-12-02,369,Accessories,Locks,35.4
2022-04-04,369,Accessories,Pumps,50.1
2022-08-05,369,Bikes,Mountain Bikes,1153.5
2022-12-06,369,Riders gears,Jackets,179.2
2020-03-21,370,Accessories,Locks,35.6
2020-06-30,370,Accessories,Pumps,39.4
2020-10-09,370,Riders gears,Jackets,72.7
2021-01-18,370,Accessories,Pumps,36.5
2021-04-29,370,Riders gears,Helmets,102.7
2021-08-08,370,Accessories,GPS,116.5
2021-11-17,370,Riders gears,Jackets,124.3
2022-02-26,370,Accessories,GPS,88.1
2022-06-07,370,Accessories,Pumps,49.5
2022-09-16,370,Riders gears,Helmets,148.4
2022-12-26,370,Riders gears,Gloves,31.1
2020-07-09,371,Riders gears,Shoes,96.2
2020-11-05,371,Accessories,Pumps,30.7
2021-03-04,371,Bikes,Mountain Bikes,809.3
2021-07-01,371,Riders gears,Gloves,10.0
2021-10-28,371,Riders gears,Gloves,38.1
2022-02-24,371,Accessories,GPS,131.8
2022-06-23,371,Accessories,Locks,61.2
2022-10-20,371,Accessories,Locks,40.1
2020-02-12,372,Accessories,Locks,46.1
2020-05-30,372,Riders gears,Gloves,24.1
2020-09-15,372,Accessories,Locks,54.3
2021-01-01,372,Accessories,Locks,58.8
2021-04-19,372,Accessories,Locks,30.1
2021-08-05,372,Bikes,Roads,3092.1
2021-11-21,372,Bikes,Roads,1854.6
2022-03-09,372,Riders gears,Jackets,110.9
2022-06-25,372,Accessories,Pumps,34.0
2022-10-11,372,Riders gears,Jackets,84.6
2023-01-27,372,Accessories,Pumps,34.8
2021-10-04,373,Accessories,Pumps,49.4
2019-09-12,374,Riders gears,Gloves,25.0
2019-12-19,374,Riders gears,Gloves,19.8
2020-03-26,374,Riders gears,Helmets,159.8
2020-07-02,374,Riders gears,Jackets,152.0
2020-10-08,374,Riders gears,Gloves,38.8
2021-01-14,374,Riders gears,Helmets,116.7
2021-04-22,374,Accessories,Locks,33.2
2021-07-29,374,Riders gears,Gloves,23.6
2021-11-04,374,Accessories,Locks,36.9
2022-02-10,374,Riders gears,Gloves,29.8
2022-05-19,374,Accessories,Pumps,41.5
2022-08-25,374,Riders gears,Gloves,29.7
2022-12-01,374,Bikes,Roads,2280.7
2021-04-16,375,Riders gears,Helmets,144.1
2021-08-11,375,Riders gears,Helmets,180.1
2021-12-06,375,Accessories,Pumps,40.5
2022-04-02,375,Riders gears,Shoes,48.7
2022-07-28,375,Riders gears,Shoes,47.8
2022-11-22,375,Bikes,Mountain Bikes,1025.1
2020-09-20,376,Riders gears,Jackets,92.7
2021-01-04,376,Bikes,Roads,3060.8
2021-04-20,376,Riders gears,Helmets,151.3
2021-08-04,376,Accessories,Pumps,33.4
2021-11-18,376,Riders gears,Helmets,146.0
2022-03-04,376,Accessories,Pumps,41.8
2022-06-18,376,Accessories,Pumps,34.4
2022-10-02,376,Accessories,Locks,40.7
2023-01-16,376,Riders gears,Gloves,30.0
2020-07-26,377,Riders gears,Shoes,40.8
2020-10-31,377,Accessories,Locks,32.4
2021-02-05,377,Accessories,GPS,142.1
2021-05-13,377,Accessories,Locks,35.2
2021-08-18,377,Riders gears,Shoes,77.3
2021-11-23,377,Accessories,Locks,28.6
2022-02-28,377,Riders gears,Gloves,34.0
2022-06-05,377,Riders gears,Helmets,166.4
2022-09-10,377,Riders gears,Gloves,15.3
2022-12-16,377,Accessories,Locks,33.3
2019-11-23,378,Bikes,Mountain Bikes,470.5
2020-04-28,378,Accessories,Locks,43.9
2020-10-02,378,Riders gears,Gloves,34.8
2021-03-08,378,Riders gears,Helmets,149.3
2021-08-12,378,Bikes,Mountain Bikes,671.8
2022-07-16,378,Bikes,eBikes,3504.0
2022-06-22,378,Accessories,GPS,148.0
2022-11-26,378,Accessories,Pumps,32.4
2021-01-05,379,Bikes,Roads,4131.9
2021-05-01,379,Accessories,Pumps,39.6
2021-08-25,379,Riders gears,Gloves,16.7
2021-12-19,379,Accessories,Locks,47.6
2022-04-14,379,Accessories,Locks,38.5
2022-08-08,379,Accessories,Pumps,39.6
2022-12-02,379,Accessories,Locks,29.7
2021-06-09,380,Accessories,Locks,39.4
2021-11-11,380,Riders gears,Jackets,12.8
2022-04-15,380,Riders gears,Helmets,187.0
2022-09-17,380,Riders gears,Shoes,65.4
2018-10-26,381,Riders gears,Shoes,64.9
2019-04-11,381,Bikes,Mountain Bikes,1297.2
2019-09-25,381,Riders gears,Jackets,117.1
2020-03-10,381,Accessories,Locks,34.3
2020-08-24,381,Accessories,Pumps,34.1
2021-02-07,381,Riders gears,Gloves,19.1
2021-07-24,381,Accessories,GPS,119.5
2022-01-07,381,Accessories,Pumps,38.9
2022-06-23,381,Riders gears,Gloves,12.6
2022-12-07,381,Riders gears,Shoes,63.0
2021-08-03,382,Accessories,Pumps,39.8
2022-02-07,383,Accessories,GPS,148.5
2022-06-02,383,Riders gears,Jackets,119.2
2022-09-25,383,Accessories,Pumps,46.6
2023-01-18,383,Riders gears,Jackets,114.9
2019-05-13,384,Bikes,Roads,4500.8
2019-10-16,384,Accessories,GPS,127.8
2020-03-20,384,Riders gears,Helmets,161.8
2020-08-23,384,Accessories,Pumps,34.6
2021-01-26,384,Riders gears,Helmets,109.6
2021-07-01,384,Riders gears,Shoes,65.0
2021-12-04,384,Accessories,Locks,35.9
2022-05-09,384,Riders gears,Gloves,33.7
2022-10-12,384,Riders gears,Helmets,108.4
2021-05-31,385,Accessories,Pumps,41.0
2021-09-09,385,Riders gears,Shoes,61.4
2021-12-19,385,Riders gears,Jackets,49.0
2022-03-30,385,Bikes,Roads,6623.1
2022-07-09,385,Riders gears,Jackets,138.7
2022-10-18,385,Riders gears,Helmets,176.7
2023-01-27,385,Accessories,GPS,136.0
2019-05-07,386,Riders gears,Jackets,44.5
2019-08-14,386,Riders gears,Jackets,154.8
2019-11-21,386,Accessories,Locks,26.2
2020-02-28,386,Riders gears,Jackets,98.6
2020-06-06,386,Accessories,Pumps,34.4
2020-09-13,386,Accessories,Locks,37.7
2020-12-21,386,Riders gears,Shoes,97.8
2021-03-30,386,Accessories,Locks,50.5
2021-07-07,386,Riders gears,Gloves,51.4
2021-10-14,386,Accessories,Pumps,36.4
2022-01-21,386,Riders gears,Jackets,96.7
2022-04-30,386,Accessories,GPS,164.9
2022-08-07,386,Accessories,Pumps,41.3
2022-11-14,386,Riders gears,Jackets,37.9
2021-05-15,387,Accessories,Locks,23.0
2021-07-26,387,Accessories,GPS,168.8
2021-10-06,387,Accessories,Locks,46.8
2021-12-17,387,Riders gears,Shoes,25.8
2022-02-27,387,Bikes,Roads,4098.1
2022-05-10,387,Riders gears,Jackets,145.6
2022-07-21,387,Riders gears,Jackets,96.6
2022-10-01,387,Riders gears,Jackets,69.2
2022-12-12,387,Accessories,Pumps,25.9
2021-08-13,388,Bikes,Roads,3154.8
2022-10-27,388,Bikes,eBikes,1560.8
2022-05-22,388,Accessories,Locks,38.9
2022-10-10,388,Riders gears,Jackets,119.4
2020-10-21,389,Riders gears,Helmets,127.2
2021-10-02,390,Accessories,Pumps,37.5
2022-03-01,390,Bikes,Roads,1206.5
2022-07-29,390,Accessories,Locks,30.2
2022-12-26,390,Bikes,Roads,3387.8
2019-05-11,391,Riders gears,Helmets,171.7
2019-09-20,391,Accessories,GPS,166.8
2020-01-30,391,Riders gears,Jackets,156.5
2020-06-10,391,Riders gears,Shoes,44.6
2022-09-19,391,Bikes,eBikes,2532.8
2021-03-01,391,Riders gears,Jackets,117.5
2021-07-11,391,Riders gears,Gloves,19.0
2021-11-20,391,Accessories,Pumps,44.9
2022-04-01,391,Riders gears,Helmets,148.0
2022-08-11,391,Riders gears,Jackets,73.7
2022-12-21,391,Accessories,Pumps,38.6
2020-05-03,392,Accessories,Pumps,43.9
2020-08-08,392,Riders gears,Jackets,58.0
2020-11-13,392,Accessories,Pumps,42.1
2021-02-18,392,Riders gears,Jackets,13.4
2021-05-26,392,Accessories,Pumps,42.7
2021-08-31,392,Riders gears,Shoes,91.8
2021-12-06,392,Riders gears,Shoes,42.2
2022-03-13,392,Riders gears,Gloves,14.9
2022-06-18,392,Accessories,Locks,30.5
2022-09-23,392,Accessories,Locks,37.6
2022-12-29,392,Accessories,Locks,48.7
2020-02-21,393,Accessories,Locks,39.5
2020-07-04,393,Accessories,GPS,154.4
2022-10-06,393,Bikes,eBikes,2365.9
2021-03-29,393,Accessories,Pumps,44.6
2021-08-10,393,Bikes,Mountain Bikes,999.6
2021-12-22,393,Bikes,Roads,1825.8
2022-05-05,393,Accessories,Locks,47.6
2022-09-16,393,Accessories,GPS,159.0
2023-01-28,393,Accessories,Locks,55.8
2021-08-21,394,Accessories,Locks,38.8
2021-12-03,394,Riders gears,Helmets,50.4
2022-03-17,394,Riders gears,Helmets,132.4
2022-06-29,394,Accessories,Pumps,41.4
2022-10-11,394,Riders gears,Shoes,62.5
2023-01-23,394,Accessories,Pumps,40.0
2019-09-29,395,Accessories,Pumps,46.6
2020-02-24,395,Accessories,Locks,35.2
2020-07-21,395,Bikes,Mountain Bikes,816.6
2020-12-16,395,Riders gears,Gloves,22.9
2021-05-13,395,Riders gears,Helmets,68.2
2021-10-08,395,Accessories,Pumps,30.7
2022-03-05,395,Accessories,Locks,37.8
2022-07-31,395,Accessories,Locks,33.8
2022-12-26,395,Riders gears,Jackets,74.8
2019-11-09,396,Accessories,Locks,35.7
2018-04-28,397,Riders gears,Jackets,84.7
2018-09-28,397,Accessories,Locks,48.8
2019-02-28,397,Riders gears,Shoes,44.5
2019-07-31,397,Accessories,Locks,60.5
2019-12-31,397,Riders gears,Shoes,84.1
2020-06-01,397,Riders gears,Jackets,10.0
2020-11-01,397,Riders gears,Helmets,161.1
2021-04-03,397,Bikes,Roads,1912.6
2021-09-03,397,Accessories,GPS,89.2
2022-02-03,397,Riders gears,Gloves,15.8
2022-07-06,397,Accessories,Locks,49.2
2022-12-06,397,Riders gears,Jackets,47.2
2020-09-19,398,Accessories,Locks,48.2
2020-12-25,398,Accessories,Pumps,41.8
2021-04-01,398,Accessories,Locks,41.5
2021-07-07,398,Accessories,Pumps,38.2
2021-10-12,398,Accessories,Locks,37.3
2022-01-17,398,Riders gears,Gloves,10.0
2022-04-24,398,Accessories,Pumps,39.1
2022-07-30,398,Accessories,Pumps,38.8
2022-11-04,398,Accessories,Locks,38.5
2023-02-09,398,Riders gears,Gloves,28.6
2020-03-06,399,Accessories,Locks,34.5
2020-07-21,399,Riders gears,Shoes,99.5
2020-12-05,399,Riders gears,Gloves,14.5
2021-04-21,399,Riders gears,Shoes,72.4
2021-09-05,399,Riders gears,Jackets,103.5
2022-01-20,399,Accessories,GPS,96.1
2022-06-06,399,Accessories,Pumps,43.8
2022-10-21,399,Accessories,Pumps,38.8
2020-02-17,400,Accessories,Locks,38.4
2020-06-21,400,Bikes,Mountain Bikes,865.8
2020-10-24,400,Accessories,Locks,10.0
2021-02-26,400,Accessories,Pumps,36.6
2021-07-01,400,Accessories,Locks,42.0
2021-11-03,400,Accessories,GPS,131.1
2022-03-08,400,Bikes,Mountain Bikes,921.3
2022-07-11,400,Accessories,GPS,177.7
2022-11-13,400,Riders gears,Shoes,64.3
2022-04-27,401,Riders gears,Helmets,106.2
2022-08-17,401,Riders gears,Helmets,98.6
2022-12-07,401,Riders gears,Shoes,64.1
2020-10-09,402,Accessories,Locks,37.0
2021-02-27,402,Riders gears,Gloves,29.6
2021-07-18,402,Accessories,GPS,115.8
2021-12-06,402,Accessories,Locks,30.6
2022-04-26,402,Riders gears,Gloves,27.6
2022-09-14,402,Riders gears,Helmets,111.7
2023-02-02,402,Accessories,GPS,138.8
2021-09-07,403,Riders gears,Gloves,15.4
2022-01-17,403,Accessories,Locks,37.3
2022-05-29,403,Accessories,Locks,50.1
2022-10-08,403,Accessories,Locks,45.0
2020-10-16,404,Riders gears,Shoes,69.9
2021-03-06,404,Riders gears,Helmets,127.4
2021-07-25,404,Accessories,Pumps,31.8
2021-12-13,404,Accessories,GPS,137.0
2022-05-03,404,Accessories,Locks,52.5
2022-09-21,404,Accessories,Locks,45.6
2023-02-09,404,Accessories,Locks,27.0
2020-11-22,405,Riders gears,Shoes,95.5
2021-03-26,405,Accessories,Pumps,31.0
2021-07-28,405,Accessories,Locks,45.6
2021-11-29,405,Accessories,Pumps,36.4
2022-04-02,405,Accessories,Locks,37.7
2022-08-04,405,Riders gears,Gloves,41.5
2022-12-06,405,Riders gears,Jackets,10.0
2019-11-28,406,Accessories,Pumps,33.4
2020-04-07,406,Accessories,Locks,38.5
2020-08-16,406,Riders gears,Gloves,12.4
2020-12-25,406,Bikes,Mountain Bikes,1093.4
2021-05-05,406,Riders gears,Gloves,38.4
2021-09-13,406,Riders gears,Jackets,69.0
2022-01-22,406,Bikes,Roads,2678.5
2022-06-02,406,Riders gears,Gloves,29.4
2022-10-11,406,Accessories,Pumps,43.3
2019-09-13,407,Accessories,Locks,43.6
2020-04-13,408,Accessories,Locks,24.2
2020-10-15,409,Bikes,Mountain Bikes,804.6
2021-02-17,409,Accessories,GPS,100.1
2021-06-22,409,Accessories,Locks,23.1
2021-10-25,409,Accessories,Locks,45.0
2022-02-27,409,Riders gears,Helmets,163.9
2022-07-02,409,Accessories,Locks,65.2
2022-11-04,409,Accessories,Locks,35.4
2020-03-03,410,Accessories,Locks,49.6
2020-06-14,410,Accessories,Pumps,39.1
2020-09-25,410,Accessories,Locks,55.0
2021-01-06,410,Riders gears,Jackets,134.0
2021-04-19,410,Accessories,GPS,173.7
2021-07-31,410,Accessories,Locks,24.2
2021-11-11,410,Accessories,Pumps,25.8
2022-02-22,410,Riders gears,Helmets,163.1
2022-06-05,410,Accessories,Locks,43.9
2022-09-16,410,Riders gears,Gloves,32.4
2022-12-28,410,Riders gears,Gloves,27.0
2022-01-22,411,Riders gears,Helmets,105.8
2019-01-10,412,Accessories,Pumps,45.5
2019-05-10,412,Accessories,Locks,32.1
2019-09-07,412,Riders gears,Gloves,13.9
2020-01-05,412,Accessories,Locks,28.4
2020-05-04,412,Riders gears,Jackets,66.3
2020-09-01,412,Riders gears,Gloves,21.1
2020-12-30,412,Accessories,GPS,147.6
2021-04-29,412,Bikes,Mountain Bikes,1162.1
2021-08-27,412,Bikes,Mountain Bikes,1020.4
2021-12-25,412,Riders gears,Gloves,26.3
2022-04-24,412,Riders gears,Gloves,31.7
2022-08-22,412,Accessories,Pumps,41.9
2022-12-20,412,Accessories,Locks,42.2
2022-09-07,413,Bikes,eBikes,2767.2
2020-06-25,413,Accessories,Locks,33.5
2020-10-30,413,Riders gears,Jackets,10.0
2021-03-06,413,Accessories,Locks,47.5
2021-07-11,413,Accessories,Locks,28.8
2021-11-15,413,Riders gears,Helmets,76.5
2022-03-22,413,Accessories,GPS,108.0
2022-07-27,413,Accessories,GPS,139.5
2022-12-01,413,Riders gears,Jackets,129.9
2021-04-21,414,Accessories,Pumps,34.0
2021-08-22,414,Accessories,GPS,109.7
2021-12-23,414,Accessories,Pumps,35.6
2022-04-25,414,Bikes,Roads,3517.8
2022-08-26,414,Riders gears,Jackets,35.3
2022-12-27,414,Riders gears,Helmets,132.4
2020-11-17,415,Riders gears,Jackets,39.7
2021-02-20,415,Accessories,GPS,115.2
2021-05-26,415,Riders gears,Gloves,38.9
2021-08-29,415,Riders gears,Jackets,13.7
2021-12-02,415,Accessories,Pumps,44.0
2022-03-07,415,Accessories,Pumps,29.6
2022-06-10,415,Bikes,Mountain Bikes,443.0
2022-09-13,415,Accessories,Locks,31.7
2022-12-17,415,Accessories,Pumps,41.8
2021-06-09,416,Riders gears,Helmets,161.5
2021-11-05,416,Riders gears,Shoes,101.0
2022-04-03,416,Accessories,Locks,24.9
2022-08-30,416,Accessories,GPS,145.8
2023-01-26,416,Riders gears,Helmets,109.8
2022-01-09,417,Riders gears,Jackets,74.1
2020-01-05,418,Accessories,Pumps,37.6
2020-05-30,418,Riders gears,Jackets,158.1
2020-10-23,418,Accessories,Pumps,35.5
2021-03-18,418,Riders gears,Jackets,10.0
2021-08-11,418,Accessories,GPS,150.3
2022-01-04,418,Accessories,Pumps,38.0
2022-05-30,418,Riders gears,Shoes,56.8
2022-10-23,418,Accessories,Locks,42.1
2021-02-23,419,Accessories,Pumps,44.5
2019-12-08,420,Accessories,Locks,54.6
2020-03-25,420,Riders gears,Jackets,17.6
2020-07-11,420,Accessories,GPS,129.2
2020-10-27,420,Accessories,Locks,60.6
2021-02-12,420,Bikes,Roads,3138.5
2021-05-31,420,Riders gears,Gloves,10.0
2021-09-16,420,Accessories,GPS,104.5
2022-01-02,420,Accessories,Locks,48.1
2022-04-20,420,Accessories,Pumps,43.7
2022-08-06,420,Accessories,Pumps,42.5
2022-11-22,420,Accessories,Pumps,50.6
2020-02-21,421,Bikes,Roads,3688.0
2020-06-21,421,Bikes,Mountain Bikes,907.2
2020-10-20,421,Riders gears,Helmets,129.7
2021-02-18,421,Riders gears,Shoes,75.9
2021-06-19,421,Riders gears,Jackets,128.3
2021-10-18,421,Accessories,GPS,94.7
2022-07-13,421,Bikes,eBikes,1220.4
2022-06-17,421,Riders gears,Helmets,94.2
2022-10-16,421,Accessories,Pumps,30.5
2023-02-14,421,Riders gears,Jackets,45.9
2021-06-25,422,Bikes,Mountain Bikes,945.6
2021-10-08,422,Riders gears,Gloves,33.7
2022-01-21,422,Riders gears,Gloves,22.3
2022-05-06,422,Bikes,Roads,2885.0
2022-08-19,422,Accessories,Locks,24.9
2022-12-02,422,Accessories,Locks,37.2
2022-01-19,423,Riders gears,Shoes,82.5
2022-07-01,423,Accessories,Pumps,33.1
2022-12-11,423,Riders gears,Shoes,80.2
2020-11-21,424,Riders gears,Jackets,122.7
2021-04-24,424,Accessories,Locks,40.3
2021-09-25,424,Bikes,Roads,4524.3
2022-02-26,424,Riders gears,Jackets,86.7
2022-07-30,424,Accessories,Pumps,31.0
2022-12-31,424,Riders gears,Gloves,25.3
2020-03-15,425,Riders gears,Jackets,80.2
2020-05-31,425,Riders gears,Helmets,90.7
2020-08-16,425,Accessories,GPS,133.1
2020-11-01,425,Accessories,Pumps,37.9
2021-01-17,425,Accessories,GPS,161.7
2021-04-04,425,Riders gears,Helmets,98.8
2021-06-20,425,Riders gears,Gloves,44.3
2021-09-05,425,Accessories,Pumps,31.9
2022-06-05,425,Bikes,eBikes,1601.5
2022-02-06,425,Riders gears,Shoes,45.5
2022-04-24,425,Riders gears,Shoes,100.1
2022-07-10,425,Accessories,Locks,37.7
2022-09-25,425,Accessories,Locks,56.0
2022-12-11,425,Riders gears,Shoes,56.5
2021-09-10,426,Riders gears,Helmets,131.8
2022-01-17,426,Accessories,Locks,56.5
2022-05-26,426,Riders gears,Helmets,160.2
2022-10-02,426,Riders gears,Helmets,120.2
2023-02-08,426,Accessories,Locks,24.8
2020-09-10,427,Accessories,Locks,45.3
2021-04-25,428,Riders gears,Shoes,65.4
2021-08-27,428,Accessories,Pumps,42.4
2021-12-29,428,Riders gears,Shoes,67.9
2022-05-02,428,Accessories,GPS,143.1
2022-09-03,428,Bikes,Roads,4669.6
2023-01-05,428,Riders gears,Helmets,72.1
2020-07-09,429,Riders gears,Jackets,131.0
2020-11-13,429,Accessories,Locks,35.1
2021-03-20,429,Riders gears,Gloves,38.2
2021-07-25,429,Bikes,Roads,3842.5
2021-11-29,429,Riders gears,Shoes,86.6
2022-04-05,429,Accessories,Pumps,40.3
2022-08-10,429,Riders gears,Shoes,66.3
2022-12-15,429,Bikes,Mountain Bikes,1113.0
2021-12-20,430,Riders gears,Shoes,77.2
2022-05-14,430,Riders gears,Helmets,170.7
2022-10-06,430,Riders gears,Gloves,10.0
2022-05-07,431,Riders gears,Gloves,10.3
2022-09-19,431,Accessories,Locks,52.7
